ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTALVALIDVOTESPOLLED,POSITION
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,TAFSIRULLAH,M,GEN,30,AIMIM,2578,7
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,DHANUSHDHARI,M,GEN,44,NCP,1530,8
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,PREM PRAKASH TRIPATHI,M,GEN,64,IND,1500,9
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,MANBHAWATI,F,GEN,43,IND,1394,10
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,SUNITA YADAV,F,GEN,35,IND,1296,11
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,DHARMENDRA KUMAR,M,SC,26,IND,896,12
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,None of the Above,NULL,NULL,NULL,NOTA,835,13
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,PRADEEP GUPTA,M,GEN,30,IND,749,14
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,RAM AJOR,M,GEN,55,IND,726,15
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,MOHAMMAD ALI,M,GEN,30,PPI,687,16
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,ALAUDDIN,M,GEN,36,SASEP,668,17
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,RAMSWARATH,M,GEN,55,BSRD,651,18
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,SATYA NARAYAN,M,GEN,45,IND,622,19
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,SHAILENDRA KUMAR,M,SC,40,BMUP,527,20
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,BAIJNATH,M,SC,44,IND,507,21
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,BADDHNATH TIWARI,M,GEN,46,IND,503,22
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,313,KHALILABAD,GEN,AMRATA SINGH,M,GEN,38,IND,477,23
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,SHRI RAM CHAUHAN,M,SC,59,BJP,79572,1
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,ALGOO PRASAD,M,SC,46,SP,62663,2
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,NEEL MANI,M,SC,42,BSP,51938,3
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,None of the Above,NULL,NULL,NULL,NOTA,1871,4
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,JOKHOO PRASAD,M,SC,49,BMUP,1362,5
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,BANTI LAL,M,SC,35,IND,751,6
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,LOTAN ALIAS LAUTAN PRASAD,M,SC,58,SHSP,746,7
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,DHARM DAS,M,SC,49,BSRD,698,8
S24,Uttar Pradesh,3,2017,Sant Kabir Nagar,314,Dhanghata ,SC,AJAY KUMAR,M,SC,36,IND,674,9
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,BAJRANG BAHADUR SINGH,M,GEN,45,BJP,76312,1
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,VIRENDRA CHAUDHARY,M,GEN,42,INC,73958,2
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,VECHAN,M,GEN,45,BSP,35765,3
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,VIJAY SINGH,M,GEN,51,RLD,2742,4
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,None of the Above,NULL,NULL,NULL,NOTA,1992,5
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,RAJ KUMAR NISHAD,M,GEN,32,NINSHAD,1930,6
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,REENA,F,GEN,38,AIMIM,1878,7
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,JITENDAR,M,GEN,36,SHS,1006,8
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,SHASHI BHOOSHAN,M,GEN,30,LD,885,9
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,GOBIND DAS,M,GEN,58,IND,769,10
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,RAJENDERA,M,GEN,56,PECP,645,11
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,SHIV KUMARI DEVI,F,GEN,35,jhspt,634,12
S24,Uttar Pradesh,3,2017,Maharajganj,315,Pharenda,GEN,NAGENDRA NATH,M,GEN,45,BMUP,429,13
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,AMAN MANI TRIPATHI,M,GEN,35,IND,79666,1
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,KUNWAR KAUSHAL KISHORE SINGH (MUNNA SINGH),M,GEN,45,SP,47410,2
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,SAMEER TRIPATHI,M,GEN,39,BJP,45050,3
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,AIJAZ AHMAD,M,GEN,37,BSP,26210,4
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,ANIL KUMAR NISHAD (SAHANI),M,GEN,40,NINSHAD,5447,5
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,None of the Above,NULL,NULL,NULL,NOTA,3490,6
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,SADA MOHAN UPADHYAY,M,GEN,52,RLD,2770,7
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,KAMINI JAISWAL,F,GEN,31,AIMIM,1797,8
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,SHAMBHOO PRASAD PRAJAPATI,M,GEN,31,BMUP,1358,9
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,ABHISHEK JOSHI,M,GEN,26,JANADIP,927,10
S24,Uttar Pradesh,3,2017,Maharajganj,316,Nautanwa,GEN,SATISH KUMAR CHATURVEDI,M,GEN,38,NCP,802,11
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,PREMSAGAR PATEL,M,GEN,54,BJP,122884,1
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,SHIVENDRA SINGH ALIAS SHIVBABU,M,GEN,59,SP,54698,2
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,RAGHVENDRA PRATAP ALIAS ANKIT SINGH,M,GEN,32,BSP,46185,3
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,RAKESH KUMAR ALIAS R. K. MISHRA,M,GEN,57,IND,4073,4
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,YASH TRIPATHI,M,GEN,33,PECP,2659,5
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,None of the Above,NULL,NULL,NULL,NOTA,2501,6
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,MANORAMA,F,GEN,34,IND,2301,7
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,SAHAJAD AHAMAD ALIAS SAHAJAD ALI,M,GEN,44,IND,1314,8
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,HARISHCHANDRA JAISAWAL ALIAS HARISH BHAI,M,GEN,44,CPI(ML)(L),843,9
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,HARISHCHANDRA,M,GEN,53,RLD,840,10
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,DIGVIJAY,M,GEN,41,ASP,546,11
S24,Uttar Pradesh,3,2017,Maharajganj,317,Siswa,GEN,BHUNESHWAR ALIAS  BHUVANESHWAR KUMAR PATEL,M,GEN,41,BMUP,522,12
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,JAIMANGAL,M,SC,43,BJP,125154,1
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,NIRMESH MANGAL,M,SC,51,BSP,56793,2
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,ALOK PRASAD,M,SC,48,INC,50217,3
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,RAMKEVAL,M,SC,55,CPI,3886,4
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,SANT KIRPAL,M,SC,38,NINSHAD,3604,5
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,None of the Above,NULL,NULL,NULL,NOTA,2573,6
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,DR. SUNIL KUMAR,M,SC,27,IND,1536,7
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,RAM ASISH,M,SC,50,IND,1398,8
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,MANOJ KUMAR KANNOJIA,M,SC,38,BHAKALP,1156,9
S24,Uttar Pradesh,3,2017,Maharajganj,318,Maharajganj ,SC,SADHU SHARAN,M,SC,46,BMUP,899,10
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,GYANENDRA,M,GEN,59,BJP,119308,1
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,GANESH SHANKER PANDEY,M,GEN,59,BSP,51817,2
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,TALAT AZIZ,F,GEN,65,INC,48004,3
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,SUMAN,F,GEN,54,NINSHAD,10762,4
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,GANPAT SINGH,M,GEN,72,RLD,3561,5
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,None of the Above,NULL,NULL,NULL,NOTA,2124,6
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,AJAY KUMAR,M,GEN,41,LD,1638,7
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,PRAFULL,M,GEN,27,IND,1187,8
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,SANTOSH,M,GEN,36,IND,1118,9
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,RAJESH KUMAR,M,SC,33,IND,994,10
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,SATRUGHNA ALIAS SATRUGHAN SINGH NISHAD,M,GEN,36,ABHASP,879,11
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,UMESH,M,GEN,38,IND,719,12
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,GHANSHYAM KUMAR GUPT,M,GEN,37,MAHAD,682,13
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,JANARDAN,M,GEN,35,IND,547,14
S24,Uttar Pradesh,3,2017,Maharajganj,319,Paniyara,GEN,RAKESH,M,SC,31,BMUP,546,15
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,FATEH BAHADUR,M,GEN,49,BJP,91636,1
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,CHINTA YADAV,F,GEN,41,INC,58782,2
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,ANANDA NISHAD,M,GEN,41,BSP,39243,3
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,MOHAMMAD MAINUDDIN,M,GEN,47,NINSHAD,10935,4
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,GORAKH SINGH,M,GEN,59,RLD,7265,5
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,None of the Above,NULL,NULL,NULL,NOTA,1806,6
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,SRIKANT GUPTA SAHU,M,GEN,64,NCP,1681,7
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,ASHOK,M,GEN,57,IND,897,8
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,AKHTAR,M,GEN,46,IND,882,9
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,SATISH CHANDRA GOND,M,GEN,33,BMUP,740,10
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,VINOD SINGH FAUZI,M,GEN,41,LD,694,11
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,RAMPAL,M,GEN,27,IND,594,12
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,MAHESH KUMAR,M,GEN,39,RKSP,563,13
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,DINESH NISHAD,M,GEN,34,RMGP,501,14
S24,Uttar Pradesh,3,2017,Gorakhpur,320,Caimpiyarganj,GEN,MRITUNJAN,M,GEN,34,JAPL,491,15
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,MAHENDRA PAL SINGH,M,GEN,37,BJP,82739,1
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,AFATAB ALAM URF GUDDU BHAIYA,M,GEN,35,BSP,69930,2
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,AMRENDRA NISHAD,M,GEN,27,SP,51031,3
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,ANITA JAISWAL,F,GEN,46,IND,31073,4
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,None of the Above,NULL,NULL,NULL,NOTA,1204,5
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,BHPUENDRA,M,GEN,33,IND,1177,6
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,SURJEET,M,GEN,46,BSCP,1144,7
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,NAUMI NATH,M,GEN,27,JANADIP,1080,8
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,KANHAI,M,GEN,49,IND,1022,9
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,ABHIMANYU,M,GEN,25,IND,970,10
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,BAHADUR NISHAD,M,GEN,46,BMUP,953,11
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,ANUPAMA ARYA,F,GEN,51,RLD,676,12
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,SANGEETA DEVI,F,GEN,38,IND,605,13
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,ANIL,M,GEN,32,NCP,544,14
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,SHIVDATT,M,GEN,55,LD,437,15
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,SATYENDRA,M,GEN,32,SWJP,366,16
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,BHARAT SINGH,M,GEN,55,RAJAP,310,17
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,KAMLESH SAHANI,M,GEN,34,IND,305,18
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,RADHESHYAM SEHRA,M,GEN,47,IND,246,19
S24,Uttar Pradesh,3,2017,Gorakhpur,321,Pipraich,GEN,RAM SAJEEVAN,M,GEN,49,IND,203,20
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,DR. RADHA MOHAN DAS AGRAWAL,M,GEN,64,BJP,122221,1
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,RANA RAHUL SINGH,M,GEN,32,INC,61491,2
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,JANARDAN CHOUDHARI,M,GEN,47,BSP,24297,3
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,ARUN KUMAR SHRIVASTAVA,M,GEN,55,PECP,2252,4
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,VINOD KUMAR RAI,M,GEN,45,RLD,946,5
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,PRABAL PRATAP SHAHI,M,GEN,37,IND,851,6
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,None of the Above,NULL,NULL,NULL,NOTA,839,7
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,ANIL,M,GEN,43,IND,705,8
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,MOHAN DAS AGRAWAL,M,GEN,55,IND,620,9
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,SATYA PRAKASH,M,GEN,48,IND,606,10
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,VINDU DEVI,F,GEN,34,IND,469,11
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,SHAILESH KUMAR,M,GEN,44,IND,393,12
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,NANDA SINGH,F,GEN,45,SATKP,385,13
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,MOHIT JAYSAWAL,M,GEN,30,IND,343,14
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,AJAY PANDEY,M,GEN,38,SABHP,334,15
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,VINOD KUMAR BHARTIYA,M,SC,53,BMUP,305,16
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,MINA TRIPATHI,F,GEN,47,BSCP,291,17
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,ARUN KUMAR,M,GEN,38,IND,280,18
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,AMRENDRA,M,GEN,38,GGP,269,19
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,KISHAN CHAND,M,GEN,27,IND,232,20
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,RAM DAVAN MAURYA,M,GEN,36,JANADIP,205,21
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,SHATRUGHAN KUMAR,M,SC,26,IND,182,22
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,SESHNATH PANDEY,M,GEN,67,RAJAP,172,23
S24,Uttar Pradesh,3,2017,Gorakhpur,322,Gorakhpur Urban,GEN,VINAY KUMAR PANDEY,M,GEN,41,IND,143,24
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,BIPIN SINGH,M,GEN,51,BJP,83686,1
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,VIJAY BAHADUR YADAV,M,GEN,47,SP,79276,2
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,SANJAY KUMAR,M,GEN,53,NINSHAD,34901,3
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,RAJESH PANDEY,M,GEN,36,BSP,30097,4
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,None of the Above,NULL,NULL,NULL,NOTA,1634,5
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,ADIL AKHTAR,M,GEN,64,CPI,1539,6
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,KAUSHILYA DEVI,F,GEN,65,ADUP,1006,7
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,MALTI DEVI,F,GEN,49,IND,936,8
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,BINAY KUMAR PANDEY,M,GEN,45,SABHP,797,9
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,SANTOSH KUMAR GUPTA,M,GEN,37,IND,652,10
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,VAKIL KUMAR NISHAD,M,GEN,42,BMUP,540,11
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,ISHRAWATI,F,GEN,57,NCP,465,12
S24,Uttar Pradesh,3,2017,Gorakhpur,323,Gorakhpur Rural,GEN,GULAB CHANDRA YADAV,M,GEN,38,RLD,434,13
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,SHEETAL PANDEY,M,GEN,63,BJP,72213,1
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,YASPAL SINGH RAWAT,M,GEN,40,SP,56836,2
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,DEVNARAYAN SINGH URF G.M. SINGH,M,GEN,44,BSP,54143,3
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,SHIVAJI SINGH,M,GEN,52,NINSHAD,15780,4
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,ASHA NISHAD,F,SC,39,SSD,2024,5
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,None of the Above,NULL,NULL,NULL,NOTA,1723,6
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,INDRESH SINGH YADAV,M,GEN,48,IND,1648,7
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,PRINCE KUMAR SINGH,M,GEN,27,IND,1261,8
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,AMIT RAM TRIPATHI,M,GEN,37,NCP,1162,9
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,ARVIND KUMAR RAI ( ADVOCATE),M,GEN,48,IND,1049,10
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,RAMESH CHANDRA,M,GEN,46,VP,600,11
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,RAJESH KUMAR,M,SC,36,BMUP,553,12
S24,Uttar Pradesh,3,2017,Gorakhpur,324,Sahajanwa,GEN,KESRI,M,GEN,27,BaSaPa,391,13
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,SANT PRASAD,M,SC,63,BJP,71492,1
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,RAJKUMAR,M,SC,36,BSP,51413,2
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,RUPAWATI BELDAR,F,SC,35,SP,42085,3
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,VIDYA SAGAR,M,SC,47,NINSHAD,11289,4
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,COMMANDO KAMAL KISHOR,M,SC,65,INC,4653,5
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,None of the Above,NULL,NULL,NULL,NOTA,2085,6
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,SHYAM CHARAN,M,SC,50,IND,1175,7
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,RAJESH,M,SC,40,ASP,1112,8
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,VIRENDRA KUMAR,M,SC,31,BMUP,935,9
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,RAM CHANDRA,M,SC,53,JANADIP,781,10
S24,Uttar Pradesh,3,2017,Gorakhpur,325,Khajani ,SC,KALI CHARAN BELDAR,M,SC,40,IND,778,11
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,SANGEETA YADAV,F,GEN,35,BJP,87863,1
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,MANUROJAN YADAV,M,GEN,39,SP,42203,2
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,JAI PRAKASH,M,GEN,44,BSP,37478,3
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,ISHVAR CHAND,M,GEN,53,NINSHAD,13048,4
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,DUDHNATH KEWAT,M,GEN,35,NCP,2045,5
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,AMAR SINGH PASWAN,M,SC,33,BMUP,1340,6
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,RAKESH,M,GEN,51,IND,1268,7
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,None of the Above,NULL,NULL,NULL,NOTA,1150,8
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,FAKHRUDDIN ALI,M,GEN,36,IND,882,9
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,ADYA,M,GEN,65,RLD,846,10
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,BHOLA PRASAD,M,GEN,46,GGP,831,11
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,SURESH,M,GEN,48,IND,757,12
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,SARVADANAND,M,GEN,26,MNVP,627,13
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,DAYA  SHANKAR NISHAD,M,GEN,46,RMGP,611,14
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,VIRENDRA TIWARI,M,GEN,61,SHS,556,15
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,VIRENDRA VIKRAM SINGH,M,GEN,40,IND,539,16
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,AMIT DUBEY URF CHANDAN,M,GEN,32,IND,449,17
S24,Uttar Pradesh,3,2017,Gorakhpur,326,Chauri-Chaura,GEN,RAMKISHUN,M,GEN,46,LD,390,18
