loanId,decision,isTier1,isRented,isMale,isSelfEmp,hasProofIncome,isMarried,isGrad,hasLoans,hasBankSavings,age,yrsAtAdd,yrsAtJob,monthlyExpenses,totalIncome,disposIncome,marketValHome,oldEMI,amntRequired,termRequired,downPayment,bankSavings,calcEMI,emiToTotInc,emiToDispInc,totEMItoTotInc,ltv,ltv_register,propDownPay,disposIncome_s,marketValHome_s,amntRequired_s,bankSavings_s,calcEMI_s,oldEMI_s
SHB-T6K6-911523,1,0,1,0,0,0,1,1,0,0,38,10,3,12357,30011,17653,975000,0,780000,180,720000,0,12004.23047,39.9994351,68.00107896,39.9994351,80,52,0.48,1.7653,0.975,7.8,0,1.200423047,0
SHB-2DKY-937301,0,0,0,0,1,0,1,0,0,0,48,6,25,11075,25558,14483,416667,0,250000,120,169000,0,4344.939941,17.00031278,30.00027578,17.00031278,59.999952,60,0.403341289,1.4483,0.416667,2.5,0,0.434493994,0
SHB-FX8H-913981,1,0,0,0,0,1,1,0,0,1,43,20,22,8470,18845,10375,952381,0,600000,180,200000,1000000,9234.030273,48.99989532,89.00270143,48.99989532,62.99999685,75,0.25,1.0375,0.952381,6,100,0.923403027,0
SHB-1SOK-579021,0,0,0,0,0,1,0,0,0,0,27,20,32,6964,29596,22632,806452,0,500000,180,300000,0,7695.02002,26.0002028,34.00061868,26.0002028,61.99997024,62,0.375,2.2632,0.806452,5,0,0.769502002,0
SHB-X7SN-703692,0,0,0,0,0,0,1,1,0,0,30,28,13,5748,30177,24429,1492537,0,1000000,180,500000,0,15390.04004,50.99923796,62.99905866,50.99923796,67.00001407,67,0.333333333,2.4429,1.492537,10,0,1.539004004,0
SHB-TKMB-535196,0,0,1,0,0,0,1,0,0,0,46,3,1,16108,62131,46023,609756,0,500000,60,112000,0,12426.29004,20.00014492,27.00017391,20.00014492,82.00001312,82,0.183006536,4.6023,0.609756,5,0,1.242629004,0
SHB-5J26-653131,1,0,1,0,0,1,1,0,0,0,33,2,8,8531,20074,11543,937500,0,600000,180,200000,0,9234.030273,45.99995155,79.99679696,45.99995155,64,75,0.25,1.1543,0.9375,6,0,0.923403027,0
SHB-P6Z7-701644,1,0,1,0,0,1,0,1,0,1,24,1,1,9680,27179,17499,918750,0,735000,120,295000,150000,12774.12988,46.99999957,72.99919928,46.99999957,80,71,0.286407767,1.7499,0.91875,7.35,15,1.277412988,0
SHB-T969-728272,1,0,0,0,0,1,1,0,0,1,41,13,20,11137,24559,13422,1190476,0,750000,180,400000,700000,11542.53027,46.99918675,85.99709636,46.99918675,63.00001008,65,0.347826087,1.3422,1.190476,7.5,70,1.154253027,0
SHB-7S3I-679761,1,0,0,0,1,0,1,0,0,0,30,6,18,9462,14894,5432,1500000,0,300000,180,95000,0,4617.009766,30.99912559,84.99649789,30.99912559,20,76,0.240506329,0.5432,1.5,3,0,0.461700977,0
SHB-1CI8-534438,0,0,0,0,1,0,1,0,1,0,46,10,18,21732,40500,18768,3448276,5492,1000000,180,2500000,0,15390.04004,38.00009886,82.00149211,51.56059269,28.99999884,29,0.714285714,1.8768,3.448276,10,0,1.539004004,0.5492
SHB-8A1V-498801,0,0,1,0,0,0,1,0,0,0,36,8,5,6964,29596,22632,1388889,0,500000,180,900000,0,7695.02002,26.0002028,34.00061868,26.0002028,35.99999712,36,0.642857143,2.2632,1.388889,5,0,0.769502002,0
SHB-83L3-620691,1,0,1,0,0,0,1,0,0,1,33,1,2,8744,25868,17124,987500,0,790000,180,260000,200000,12158.12988,47.00065673,71.00052489,47.00065673,80,75,0.247619048,1.7124,0.9875,7.9,20,1.215812988,0
SHB-1E07-535216,1,0,0,0,0,0,1,0,0,0,43,5,3,9344,18020,8676,500000,0,300000,84,200000,0,7027.779785,38.99988782,81.00253325,38.99988782,60,60,0.4,0.8676,0.5,3,0,0.702777979,0
SHB-179J-788916,1,0,0,0,1,0,1,0,0,0,55,2,30,17932,37242,19311,1090909,0,600000,120,500000,0,10427.86035,28.00026946,53.99958755,28.00026946,55.00000458,55,0.454545455,1.9311,1.090909,6,0,1.042786035,0
SHB-XM2Q-882021,0,0,0,0,1,0,1,0,0,0,41,1,5,11701,29596,17895,1000000,0,500000,180,500000,0,7695.02002,26.0002028,43.0009501,26.0002028,50,50,0.5,1.7895,1,5,0,0.769502002,0
SHB-L16W-782424,0,0,1,0,1,0,1,1,0,0,44,1,18,9120,39900,30780,897436,0,700000,180,200000,0,10773.03027,27.00007587,35.00009835,27.00007587,77.99999109,78,0.222222222,3.078,0.897436,7,0,1.077303027,0
SHB-C21E-887329,0,0,0,0,0,0,1,1,0,0,55,20,22,6261,20710,14449,1250000,0,500000,60,750000,0,12426.29004,60.00140048,86.0010384,60.00140048,40,40,0.6,1.4449,1.25,5,0,1.242629004,0
SHB-4W44-721261,0,0,0,0,0,0,1,0,0,0,33,12,13,8721,21546,12825,853659,0,350000,180,500000,0,5386.52002,25.00009292,42.0001561,25.00009292,40.99997774,41,0.588235294,1.2825,0.853659,3.5,0,0.538652002,0
SHB-WS6K-995311,1,0,0,0,1,0,1,0,0,0,46,25,30,10892,37343,26451,2777778,0,500000,60,268000,0,12696.70996,34.0002409,48.00086938,34.0002409,17.99999856,65,0.348958333,2.6451,2.777778,5,0,1.269670996,0
SHB-0X9Q-601206,1,0,0,0,0,1,0,0,1,1,29,20,5,24184,54964,30780,1538462,11229,1000000,180,250000,400000,15390.04004,28.0002184,50.00013008,48.42995422,64.9999805,80,0.2,3.078,1.538462,10,40,1.539004004,1.1229
SHB-73IZ-621591,0,0,0,0,0,0,1,1,0,0,31,30,2,5739,19937,14198,555556,0,400000,84,158200,0,9370.379883,46.99994925,65.9978862,46.99994925,71.9999424,72,0.283410964,1.4198,0.555556,4,0,0.937037988,0
SHB-1YWZ-944214,1,0,1,0,1,0,0,0,0,1,24,23,8,17162,33229,16067,1187500,0,950000,180,250000,300000,14620.54004,43.99933805,90.99732395,43.99933805,80,79,0.208333333,1.6067,1.1875,9.5,30,1.462054004,0
SHB-9PC8-664542,0,0,1,0,0,0,1,0,1,0,31,8,9,9819,24957,15138,1000000,1702,600000,180,400000,0,9234.030273,36.99976068,60.99901092,43.81949062,60,60,0.4,1.5138,1,6,0,0.923403027,0.1702
SHB-Q38D-787343,1,0,0,0,1,0,1,0,0,0,32,1,17,13462,44426,30963,1111111,0,500000,84,600000,0,10217.90039,22.9998208,33.00035652,22.9998208,45.0000045,45,0.545454545,3.0963,1.111111,5,0,1.021790039,0
SHB-0R96-565760,0,0,1,0,0,0,1,0,0,0,34,10,4,6328,16092,9764,1000000,0,500000,120,500000,0,8689.879883,54.00124213,88.99917946,54.00124213,50,50,0.5,0.9764,1,5,0,0.868987988,0
SHB-0HU0-847966,0,0,1,0,1,0,1,1,0,0,41,9,22,25192,73286,48094,1538462,0,1000000,180,200000,0,15390.04004,20.99997276,31.99991691,20.99997276,64.9999805,83,0.166666667,4.8094,1.538462,10,0,1.539004004,0
SHB-W0U0-883354,0,0,0,0,0,0,1,1,0,0,55,3,19,3911,16034,12123,1000000,0,400000,60,600000,0,9941.030273,61.99968987,82.00140455,61.99968987,40,40,0.6,1.2123,1,4,0,0.994103027,0
SHB-N446-569025,1,0,1,0,0,0,1,1,0,1,32,20,9,10344,29838,19494,1696429,0,950000,180,675000,500000,14620.54004,48.99973202,75.00020539,48.99973202,55.99998585,58,0.415384615,1.9494,1.696429,9.5,50,1.462054004,0
SHB-73HH-885668,0,0,1,0,1,0,0,0,0,0,28,2,5,11447,25127,13680,1509434,0,800000,180,700000,0,12312.03027,48.99920513,90.0002213,48.99920513,52.99999868,53,0.466666667,1.368,1.509434,8,0,1.231203027,0
SHB-4B25-670453,1,0,1,0,0,1,1,0,0,1,45,1,24,10544,17758,7214,2045455,0,450000,180,550000,600000,6925.52002,38.99943698,96.00110923,38.99943698,21.99999511,45,0.55,0.7214,2.045455,4.5,60,0.692552002,0
SHB-OP46-680818,1,0,0,0,1,0,1,0,0,1,33,25,15,8916,21228,12312,2500000,0,400000,180,1200000,100000,6156.02002,28.99952902,50.0001626,28.99952902,16,25,0.75,1.2312,2.5,4,10,0.615602002,0
SHB-CRU6-724575,0,0,0,0,1,0,0,0,0,0,25,5,5,5381,34977,29596,1369863,0,1000000,180,365000,0,15390.04004,44.00045756,52.00040559,44.00045756,73.00000073,73,0.267399267,2.9596,1.369863,10,0,1.539004004,0
SHB-DU26-956222,0,0,0,0,0,0,1,1,0,0,33,20,3,5381,34977,29596,1612903,0,1000000,180,600000,0,15390.04004,44.00045756,52.00040559,44.00045756,62.00000868,62,0.375,2.9596,1.612903,10,0,1.539004004,0
SHB-5V65-585804,1,0,1,0,0,0,0,0,0,1,37,12,6,12525,26840,14315,1194030,0,800000,180,400000,450000,12883.37012,48.00063382,89.99909268,48.00063382,66.99999163,67,0.333333333,1.4315,1.19403,8,45,1.288337012,0
SHB-53K9-795048,0,0,1,0,1,0,1,0,0,0,43,3,15,16765,45265,28500,1204819,0,1000000,180,200000,0,15390.04004,33.99986753,54.00014049,33.99986753,83.00001909,83,0.166666667,2.85,1.204819,10,0,1.539004004,0
SHB-8958-872225,0,0,0,0,1,0,1,0,0,0,52,7,25,8450,24823,16372,1408451,0,1000000,180,400000,0,15390.04004,61.99911388,94.00219911,61.99911388,70.99998509,71,0.285714286,1.6372,1.408451,10,0,1.539004004,0
SHB-VM53-530475,0,0,1,0,1,0,1,1,0,0,30,1,10,10155,34977,24823,1492537,0,1000000,180,500000,0,15390.04004,44.00045756,61.99911388,44.00045756,67.00001407,67,0.333333333,2.4823,1.492537,10,0,1.539004004,0
SHB-833M-778720,0,0,0,0,0,0,1,0,0,0,52,4,22,7956,23426,15470,714286,0,350000,84,370000,0,8199.080078,34.99991496,52.99987122,34.99991496,48.9999804,49,0.513888889,1.547,0.714286,3.5,0,0.819908008,0
SHB-V18C-941645,0,0,0,0,0,0,1,1,0,0,43,20,16,8114,22632,14519,806452,0,500000,180,300000,0,7695.02002,34.00061868,52.99965576,34.00061868,61.99997024,62,0.375,1.4519,0.806452,5,0,0.769502002,0
SHB-8311-844951,0,0,0,0,1,0,1,1,0,0,27,5,2,10446,30177,19731,1492537,0,1000000,180,500000,0,15390.04004,50.99923796,77.99929065,50.99923796,67.00001407,67,0.333333333,1.9731,1.492537,10,0,1.539004004,0
SHB-7LC7-859635,1,0,0,0,0,1,1,0,0,0,28,2,1,9256,35791,26535,3030303,0,1000000,180,2000000,0,15390.04004,42.99974865,57.99902031,42.99974865,33.00000033,33,0.666666667,2.6535,3.030303,10,0,1.539004004,0
SHB-4UH8-789182,1,0,0,0,0,0,1,0,0,1,34,5,3,8813,20074,11261,909091,0,600000,180,400000,200000,9234.030273,45.99995155,82.00009123,45.99995155,65.9999934,60,0.4,1.1261,0.909091,6,20,0.923403027,0
SHB-744C-874729,1,0,1,0,0,1,1,0,0,1,36,10,4,10832,24823,13991,724638,0,500000,180,220000,120000,7695.02002,30.99955694,54.99978572,30.99955694,68.99996964,69,0.305555556,1.3991,0.724638,5,12,0.769502002,0
SHB-8B8V-621352,1,0,1,0,0,0,1,0,0,0,25,1,5,11082,24823,13741,704225,0,500000,180,200000,0,7695.02002,30.99955694,56.00043679,30.99955694,71.0000355,71,0.285714286,1.3741,0.704225,5,0,0.769502002,0
SHB-BZ8H-766451,1,0,0,0,0,0,1,0,0,0,44,35,22,11757,21228,9471,1111111,0,400000,180,700000,0,6156.02002,28.99952902,64.9986276,28.99952902,36.0000036,36,0.636363636,0.9471,1.111111,4,0,0.615602002,0
SHB-TLOF-713242,0,0,0,0,1,0,1,0,0,0,43,6,15,9094,50926,41832,666667,0,500000,84,166000,0,11712.96973,22.99997983,28.00002325,22.99997983,74.9999625,75,0.249249249,4.1832,0.666667,5,0,1.171296973,0
SHB-5U1A-894566,1,0,1,0,1,0,1,0,0,1,33,2,10,14730,22340,7610,1000000,0,450000,180,550000,1000000,6925.52002,31.00053724,91.00551931,31.00053724,45,45,0.55,0.761,1,4.5,100,0.692552002,0
SHB-T94J-557961,1,0,1,0,0,1,1,1,1,0,38,2,12,37620,68400,30780,1194030,21799,800000,180,440000,0,12312.03027,18.00004426,40.00009835,49.8699273,66.99999163,65,0.35483871,3.078,1.19403,8,0,1.231203027,2.1799
SHB-PC11-590209,1,0,1,0,0,1,1,1,0,1,31,3,2,13264,32745,19481,1388889,0,1000000,180,250000,600000,15390.04004,46.99966419,79.00025686,46.99966419,71.99999424,80,0.2,1.9481,1.388889,10,60,1.539004004,0
SHB-52TA-912481,1,0,1,1,1,0,1,0,0,1,42,15,15,14657,51300,36643,1298701,0,1000000,180,250000,1000000,15390.04004,30.00007805,41.99994553,30.00007805,77.00001771,80,0.2,3.6643,1.298701,10,100,1.539004004,0
SHB-6506-858536,1,0,1,0,1,0,1,0,1,0,25,3,8,23858,59645,35787,1666667,7462,1000000,180,700000,0,16104.20996,27.00010053,45.00016755,39.51078877,59.999988,59,0.411764706,3.5787,1.666667,10,0,1.610420996,0.7462
SHB-C7B0-859332,1,0,0,0,1,0,1,0,1,0,35,1,8,23404,63525,40121,500000,15646,400000,180,100000,0,7623.02002,12.00003151,19.00007482,36.62970487,80,80,0.2,4.0121,0.5,4,0,0.762302002,1.5646
SHB-Y223-626172,0,0,0,0,1,0,1,0,0,0,27,2,5,8357,35515,27159,789474,0,300000,180,500000,0,4617.009766,13.00016828,16.9999255,13.00016828,37.9999848,38,0.625,2.7159,0.789474,3,0,0.461700977,0
SHB-2178-769134,1,0,1,0,0,1,1,1,1,1,38,2,2,24284,49468,25184,1200000,9280,900000,180,300000,300000,13851.04004,28.00000008,54.99936483,46.75960225,75,75,0.25,2.5184,1.2,9,30,1.385104004,0.928
SHB-82A9-689866,0,0,0,0,1,0,1,0,0,0,56,12,35,18921,54397,35477,2500000,0,1000000,144,1500000,0,16319.23047,30.00023985,45.99946576,30.00023985,40,40,0.6,3.5477,2.5,10,0,1.631923047,0
SHB-5639-777722,1,0,0,1,0,1,0,1,0,1,29,27,5,8736,24828,16092,1020408,0,500000,120,200000,400000,8689.879883,35.00032174,54.00124213,35.00032174,49.00000784,71,0.285714286,1.6092,1.020408,5,40,0.868987988,0
SHB-07L4-811870,1,0,1,0,0,0,1,0,0,1,32,10,12,10642,25127,14485,1568627,0,800000,180,500000,400000,12312.03027,48.99920513,84.99848308,48.99920513,51.00001466,62,0.384615385,1.4485,1.568627,8,40,1.231203027,0
SHB-0FVE-846243,1,0,1,0,1,0,1,0,0,1,28,8,12,18587,85500,66913,1298701,0,1000000,180,300000,1000000,15390.04004,18.00004683,23.00007478,18.00004683,77.00001771,77,0.230769231,6.6913,1.298701,10,100,1.539004004,0
SHB-H73S-638961,1,0,1,0,0,1,0,1,0,1,25,4,6,12748,29908,17160,822785,0,650000,180,200000,600000,10467.74023,34.99980017,61.00081722,34.99980017,78.99998177,76,0.235294118,1.716,0.822785,6.5,60,1.046774023,0
SHB-15G1-992186,1,0,0,0,1,0,1,0,0,0,35,1,15,11152,51300,40148,1016949,0,600000,180,147500,0,9234.030273,18.00005901,22.99997577,18.00005901,59.00000885,80,0.197324415,4.0148,1.016949,6,0,0.923403027,0
SHB-956G-850155,0,0,0,0,1,0,1,0,0,0,40,22,20,13515,58565,45050,806452,0,500000,84,300000,0,11712.96973,19.99994831,25.9999328,19.99994831,61.99997024,62,0.375,4.505,0.806452,5,0,1.171296973,0
SHB-1NPY-547914,0,0,0,0,1,0,1,0,0,0,31,1,6,17244,90530,73286,1204819,0,1000000,180,200000,0,15390.04004,16.99993377,20.99997276,16.99993377,83.00001909,83,0.166666667,7.3286,1.204819,10,0,1.539004004,0
SHB-8871-722593,1,0,1,0,1,0,1,0,1,1,42,10,22,23365,35515,12150,500000,11099,300000,180,200000,300000,4617.009766,13.00016828,38.00008038,44.25175212,60,60,0.4,1.215,0.5,3,30,0.461700977,1.1099
SHB-WXE5-656073,0,0,1,0,0,1,1,1,0,0,31,1,1,7910,24484,16574,1000000,0,700000,180,300000,0,10773.03027,44.00028702,64.9995793,44.00028702,70,70,0.3,1.6574,1,7,0,1.077303027,0
SHB-56A4-736837,1,0,0,0,1,0,1,0,0,1,47,1,32,13404,30780,17376,1400000,0,700000,180,300000,300000,10773.03027,35.00009835,61.99948362,35.00009835,50,70,0.3,1.7376,1.4,7,30,1.077303027,0
SHB-OE1T-716442,1,0,0,0,1,0,1,0,0,0,32,6,17,12574,42750,30177,1250000,0,1000000,180,300000,0,15390.04004,36.00009366,50.99923796,36.00009366,80,78,0.230769231,3.0177,1.25,10,0,1.539004004,0
SHB-81QL-950167,0,0,0,0,1,0,1,1,0,0,36,5,16,20250,40500,20250,1612903,0,1000000,180,600000,0,15390.04004,38.00009886,76.00019772,38.00009886,62.00000868,62,0.375,2.025,1.612903,10,0,1.539004004,0
SHB-25KJ-633159,1,0,1,0,0,1,1,1,0,1,41,3,5,14114,29314,15200,1403509,0,800000,180,200000,600000,12312.03027,42.00051263,81.00019917,42.00051263,56.99999074,80,0.2,1.52,1.403509,8,60,1.231203027,0
SHB-94T9-822162,1,0,1,0,0,0,1,0,0,1,35,7,7,9608,23420,13812,1489362,0,700000,180,200000,1400000,10773.03027,45.99927529,77.99761275,45.99927529,46.9999906,78,0.222222222,1.3812,1.489362,7,140,1.077303027,0
SHB-J7YK-680019,1,0,0,0,1,0,1,0,0,1,51,2,20,14480,64125,49645,1492537,0,1000000,180,500000,800000,15390.04004,24.00006244,31.00018137,24.00006244,67.00001407,67,0.333333333,4.9645,1.492537,10,80,1.539004004,0
SHB-WI2B-920164,1,0,0,0,1,0,0,0,0,1,41,1,17,13433,31792,18359,1442308,0,750000,120,100000,200000,13034.82031,41.00031553,70.99962042,41.00031553,51.99998891,88,0.117647059,1.8359,1.442308,7.5,20,1.303482031,0
SHB-A91U-694025,1,0,1,0,1,0,1,1,0,0,45,4,10,14971,39300,24328,806452,0,250000,84,550000,0,5108.950195,12.99987327,21.00028854,12.99987327,30.99998512,31,0.6875,2.4328,0.806452,2.5,0,0.51089502,0
SHB-2H91-602106,1,0,0,0,1,0,1,1,1,1,44,8,8,15709,37309,21600,1000000,1653,800000,180,200000,800000,12312.03027,33.00016155,57.00014015,37.4307279,80,80,0.2,2.16,1,8,80,1.231203027,0.1653
SHB-11B8-705876,1,0,1,0,1,0,1,0,0,0,37,2,16,10077,32063,21986,1587302,0,1000000,180,350000,0,15390.04004,47.99937635,69.99927244,47.99937635,62.99998362,63,0.259259259,2.1986,1.587302,10,0,1.539004004,0
SHB-J0ZZ-501558,0,0,0,0,1,0,1,0,0,0,43,14,24,11767,31841,20074,1500000,0,600000,180,600000,0,9234.030273,29.00044054,45.99995155,29.00044054,40,50,0.5,2.0074,1.5,6,0,0.923403027,0
SHB-GU7R-512797,1,0,0,0,1,0,1,0,0,0,38,7,24,12825,51300,38475,1600000,0,400000,180,450000,0,6156.02002,12.00003902,16.00005203,12.00003902,25,47,0.529411765,3.8475,1.6,4,0,0.615602002,0
SHB-A3BT-594323,1,0,1,1,0,0,1,1,0,1,43,3,3,13928,39695,25767,1285714,0,900000,144,500000,600000,14687.30957,37.00040199,57.00046404,37.00040199,70.00001556,75,0.357142857,2.5767,1.285714,9,60,1.468730957,0
SHB-EWN4-646905,0,0,0,0,0,1,1,1,0,0,29,1,1,8728,19950,11222,1000000,0,700000,180,300000,0,10773.03027,54.00015175,95.99920044,54.00015175,70,70,0.3,1.1222,1,7,0,1.077303027,0
SHB-199G-641290,1,0,1,0,0,0,1,0,0,0,57,4,14,10281,30432,20151,2307692,0,600000,60,200000,0,14911.5498,48.99957218,73.99905615,48.99957218,26.00000347,83,0.25,2.0151,2.307692,6,0,1.49115498,0
SHB-9MIT-560269,1,0,1,1,0,0,0,1,0,0,22,1,2,12076,32063,19987,2173913,0,1000000,180,250000,0,15390.04004,47.99937635,77.00025036,47.99937635,46.00000092,67,0.2,1.9987,2.173913,10,0,1.539004004,0
SHB-QBL4-923132,1,0,1,0,1,0,1,1,0,1,34,3,17,20217,73286,53069,2127660,0,1000000,180,250000,800000,15390.04004,20.99997276,29.0000566,20.99997276,46.9999906,80,0.2,5.3069,2.12766,10,80,1.539004004,0
SHB-665F-638658,1,0,1,1,1,0,1,0,0,0,33,1,15,17918,41595,23677,1492537,0,1000000,180,500000,0,15390.04004,36.99973564,64.99995793,36.99973564,67.00001407,67,0.333333333,2.3677,1.492537,10,0,1.539004004,0
SHB-0M66-887951,1,0,1,0,0,0,1,0,0,0,41,1,6,8352,26196,17844,1379310,0,800000,180,400000,0,12312.03027,46.99965748,68.99815217,46.99965748,58.0000145,58,0.333333333,1.7844,1.37931,8,0,1.231203027,0
SHB-YK60-626379,1,0,1,0,1,0,1,0,1,0,38,5,30,13673,36643,22970,1923077,1730,1000000,180,500000,0,15390.04004,41.99994553,67.00060966,46.72117468,51.99999792,99,0.333333333,2.297,1.923077,10,0,1.539004004,0.173
SHB-1K8J-679117,1,0,1,0,1,0,1,0,0,0,34,2,10,12866,27623,14758,909091,0,700000,180,300000,0,10773.03027,39.0002182,72.9979013,39.0002182,76.9999923,80,0.3,1.4758,0.909091,7,0,1.077303027,0
SHB-DD5H-791144,1,0,0,1,1,0,1,0,0,0,35,4,9,13725,50326,36600,1666667,0,1000000,180,400000,0,16104.20996,31.99978135,44.00057366,31.99978135,59.999988,77,0.285714286,3.66,1.666667,10,0,1.610420996,0
SHB-AY54-633537,0,0,1,0,1,0,1,0,0,0,41,1,5,8586,18106,9520,1000000,0,600000,180,400000,0,9234.030273,50.99983582,96.99611632,50.99983582,60,60,0.4,0.952,1,6,0,0.923403027,0
SHB-5LCE-491761,0,0,1,0,1,0,1,0,0,0,27,5,5,9720,40500,30780,704225,0,500000,180,200000,0,7695.02002,19.00004943,25.00006504,19.00004943,71.0000355,71,0.285714286,3.078,0.704225,5,0,0.769502002,0
SHB-3HV8-497398,1,0,0,0,1,0,1,1,0,0,28,25,8,6183,36212,30029,1159420,0,800000,180,400000,0,12312.03027,33.99986268,41.00046713,33.99986268,69.00001725,78,0.333333333,3.0029,1.15942,8,0,1.231203027,0
SHB-86D1-702537,1,0,1,0,1,0,1,0,0,0,34,3,15,16665,42750,26085,1250000,0,1000000,180,400000,0,15390.04004,36.00009366,58.99957845,36.00009366,80,80,0.285714286,2.6085,1.25,10,0,1.539004004,0
SRT-9R3K-600859,1,0,0,0,1,0,1,0,1,1,43,8,1,18401,38475,20074,1578947,2982,600000,180,600000,180000,9234.030273,24.00007868,45.99995155,31.75056601,38.00000887,50,0.5,2.0074,1.578947,6,18,0.923403027,0.2982
SRT-0FE2-567436,1,0,0,0,0,1,1,0,0,0,41,9,5,8395,17895,9500,1428571,0,500000,180,176872,0,7695.02002,43.0009501,81.00021073,43.0009501,35.0000105,74,0.261307899,0.95,1.428571,5,0,0.769502002,0
SRT-N4K9-542168,1,0,0,0,0,1,1,0,0,0,44,1,26,6750,32400,25650,1632653,0,800000,180,440000,0,12312.03027,38.00009344,48.00011803,38.00009344,49.00000184,65,0.35483871,2.565,1.632653,8,0,1.231203027,0
SRT-Z3C6-845074,1,0,1,0,0,1,1,0,1,0,26,4,1,11385,19238,7852,877193,1679,500000,180,190000,0,7695.02002,39.99906445,98.00076439,48.72658291,56.99999886,72,0.275362319,0.7852,0.877193,5,0,0.769502002,0.1679
SRT-E6D2-911619,1,0,0,0,1,0,1,0,0,0,34,1,9,11222,25650,14428,789474,0,450000,180,165000,0,6925.52002,27.00007805,48.00055461,27.00007805,56.9999772,73,0.268292683,1.4428,0.789474,4.5,0,0.692552002,0
SRT-19OP-694341,1,0,0,0,1,0,1,0,0,0,45,1,20,14219,33457,19238,909091,0,500000,180,185300,0,7695.02002,22.99973106,39.99906445,22.99973106,54.9999945,73,0.270392529,1.9238,0.909091,5,0,0.769502002,0
SRT-G83I-610045,0,0,1,0,1,0,0,0,0,0,24,1,5,21322,29596,8274,617284,0,500000,180,120000,0,7695.02002,26.0002028,93.00241745,26.0002028,80.99999352,81,0.193548387,0.8274,0.617284,5,0,0.769502002,0
SRT-6637-504857,1,0,0,0,0,0,0,0,0,0,28,12,4,7314,14953,7639,2500000,0,300000,84,530000,0,7027.779785,46.99912917,91.99868812,46.99912917,12,36,0.638554217,0.7639,2.5,3,0,0.702777979,0
SRT-TJP6-654568,1,0,0,0,0,0,1,0,0,0,31,4,4,6883,20074,13191,895522,0,600000,180,200000,0,9234.030273,45.99995155,70.00250378,45.99995155,67.00002903,75,0.25,1.3191,0.895522,6,0,0.923403027,0
SRT-00DB-604877,1,0,0,0,1,0,1,0,0,0,55,3,1,14680,28901,14221,732000,0,549000,144,201000,0,8959.259766,30.99982618,63.00020931,30.99982618,75,73,0.268,1.4221,0.732,5.49,0,0.895925977,0
SRT-YUZO-900951,1,0,1,0,1,0,1,0,0,0,39,3,12,9231,16519,7288,429333,0,322000,180,238000,0,4955.589844,29.99933315,67.99656756,29.99933315,75.00005823,58,0.425,0.7288,0.429333,3.22,0,0.495558984,0
SRT-44CM-903529,1,0,0,0,0,1,1,1,0,0,31,5,8,6599,22921,16323,1750000,0,700000,180,298000,0,10773.03027,47.00069924,65.99908273,47.00069924,40,70,0.298597194,1.6323,1.75,7,0,1.077303027,0
SRT-77Z7-945471,1,0,1,0,1,0,1,0,0,0,29,2,7,10300,19787,9487,642857,0,450000,180,195000,0,6925.52002,35.00035387,73.00010561,35.00035387,70.00001556,70,0.302325581,0.9487,0.642857,4.5,0,0.692552002,0
SRT-8125-714955,1,0,1,0,1,0,1,0,0,0,36,2,10,9923,15843,5919,583333,0,350000,180,235000,0,5386.52002,33.99936893,91.00388612,33.99936893,60.00003429,60,0.401709402,0.5919,0.583333,3.5,0,0.538652002,0
SRT-JKZY-717663,1,0,1,0,0,0,1,1,0,0,30,1,3,8178,16728,8550,1041667,0,500000,180,206000,0,7695.02002,46.00083704,90.00023415,46.00083704,47.99998464,71,0.291784703,0.855,1.041667,5,0,0.769502002,0
SRT-647A-738735,1,0,0,0,1,0,1,0,1,0,49,11,15,17510,24828,7318,769231,5286,400000,120,146200,0,6951.910156,28.00028257,94.9974058,49.29076106,51.9999844,73,0.267667521,0.7318,0.769231,4,0,0.695191016,0.5286
SRT-X31Q-924614,1,0,0,0,0,1,0,0,0,0,27,22,1,7344,16728,9384,892857,0,500000,180,167000,0,7695.02002,46.00083704,82.00149211,46.00083704,56.00000896,75,0.250374813,0.9384,0.892857,5,0,0.769502002,0
SRT-SBS2-665125,1,0,1,0,1,0,1,0,0,0,34,1,6,8776,13082,4305,294667,0,221000,180,119000,0,3401.199951,25.99908234,79.00580607,25.99908234,74.99991516,65,0.35,0.4305,0.294667,2.21,0,0.340119995,0
SRT-WM5S-519384,1,0,0,1,0,1,0,0,0,0,39,20,16,7749,17866,10117,1322857,0,463000,108,647000,0,8397.05957,47.00022148,82.99950154,47.00022148,35.00000378,42,0.582882883,1.0117,1.322857,4.63,0,0.839705957,0
SRT-HGUI-964278,1,0,1,0,0,0,1,0,0,0,34,2,4,11021,20074,9053,652174,0,300000,180,351000,0,4617.009766,22.99994902,50.99977649,22.99994902,45.99999387,46,0.539170507,0.9053,0.652174,3,0,0.461700977,0
SRT-XBK1-928310,1,0,0,0,1,0,1,1,1,0,29,1,4,14869,22426,7556,1081081,2193,400000,120,345000,0,6951.910156,30.99933183,92.00516353,40.77815998,37.00000278,54,0.463087248,0.7556,1.081081,4,0,0.695191016,0.2193
SRT-E1M0-840384,1,0,1,0,0,0,1,0,1,0,53,2,2,16513,23168,6655,1176471,2898,400000,168,300000,0,6255.350098,26.99995726,93.99474226,39.50858986,33.9999881,57,0.428571429,0.6655,1.176471,4,0,0.62553501,0.2898
